idx,rsmi,psmi,rinchi,pinchi,dE0,dHrxn298,rmg_family
10837,[C:1]([C@@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([C:6]#[N:7])[H:11])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@@:4]([O:5][H:16])([H:15])[N:7]([H:14])[C:6]1)([H:8])([H:9])[H:10],"InChI=1S/C5H9NO/c1-5(4-6)2-3-7/h5,7H,2-3H2,1H3/t5-/m0/s1","InChI=1S/C5H9NO/c1-4-2-5(7)6-3-4/h4-7H,2H2,1H3/t4-,5-/m0/s1",93.2303,38.80223,
10838,[C:1]([C@@:2]([C:3]([C:4]([O:5][H:16])([H:14])[H:15])([H:12])[H:13])([C:6]#[N:7])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:6]#[N:7])[H:11])([H:8])([H:9])[H:10].[C:4]([O:5][H:16])[H:15],"InChI=1S/C5H9NO/c1-5(4-6)2-3-7/h5,7H,2-3H2,1H3/t5-/m0/s1","InChI=1S/C4H7N.CH2O/c1-4(2)3-5;1-2/h4H,1-2H3;1-2H",84.58013000000001,69.11712,
10839,[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],[C:1](=[C:2]=[C:3]1[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])([H:8])[H:9],"InChI=1S/C5H4N2/c1-2-4-5(3-6)7-4/h1,4-5,7H/t4-,5+/m1/s1","InChI=1S/C5H4N2/c1-2-4-5(3-6)7-4/h5,7H,1H2/t5-/m0/s1",87.41826999999999,7.0614,
10840,[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C:5]1=[C:6]=[N:7][H:11])[H:8],"InChI=1S/C5H4N2/c1-2-4-5(3-6)7-4/h1,4-5,7H/t4-,5+/m1/s1","InChI=1S/C5H4N2/c1-2-4-5(3-6)7-4/h1,4,6-7H/t4-/m1/s1",104.93065,35.07772,
10841,[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],[C:1]1([H:8])=[C:2]=[C:3]([H:9])[N:4]([H:10])[C:5]([H:11])=[C:6]=[N:7]1,"InChI=1S/C5H4N2/c1-2-4-5(3-6)7-4/h1,4-5,7H/t4-,5+/m1/s1","InChI=1S/C5H4N2/c1-2-6-4-5-7-3-1/h2-4,6H",49.5299,47.25983,
10842,[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],[C:1](=[C:2]=[C:3](/[C:5](=[N:4]\[H:10])[H:11])[H:9])([N+:7]#[C-:6])[H:8],"InChI=1S/C5H4N2/c1-2-4-5(3-6)7-4/h1,4-5,7H/t4-,5+/m1/s1","InChI=1S/C5H4N2/c1-7-5-3-2-4-6/h2,4-6H/b6-4-",96.80189,4.72565,
10843,[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],[C:1](#[C:2]/[C:3](=[N:4]/[C:5]([C:6]#[N:7])([H:10])[H:11])[H:9])[H:8],"InChI=1S/C5H4N2/c1-2-4-5(3-6)7-4/h1,4-5,7H/t4-,5+/m1/s1","InChI=1S/C5H4N2/c1-2-4-7-5-3-6/h1,4H,5H2/b7-4+",72.99673,-9.00102,
10844,[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],[C:1](#[C:2][C@@:3]([N:4]([C:5][H:11])[H:10])([C:6]#[N:7])[H:9])[H:8],"InChI=1S/C5H4N2/c1-2-4-5(3-6)7-4/h1,4-5,7H/t4-,5+/m1/s1","InChI=1S/C5H4N2/c1-3-5(4-6)7-2/h1-2,5,7H/t5-/m1/s1",89.64291,38.70335,
10845,[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([N+:7]#[C-:6])[H:11])[H:8],"InChI=1S/C5H4N2/c1-2-4-5(3-6)7-4/h1,4-5,7H/t4-,5+/m1/s1","InChI=1S/C5H4N2/c1-3-4-5(6-2)7-4/h1,4-5,7H/t4-,5-/m1/s1",59.50498,21.20787,
10846,[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],[C:1](/[C:2](=[C:3]1\[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:9])[H:8],"InChI=1S/C5H4N2/c1-2-4-5(3-6)7-4/h1,4-5,7H/t4-,5+/m1/s1","InChI=1S/C5H4N2/c1-2-4-5(3-6)7-4/h1-2,5,7H/b4-2-/t5-/m0/s1",85.16396,60.7295,
10847,[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],[C:1](=[C+:2][C@@:3]1([H:9])[N:4]([H:10])[C:5]1=[C:6]=[N-:7])([H:8])[H:11],"InChI=1S/C5H4N2/c1-2-4-5(3-6)7-4/h1,4-5,7H/t4-,5+/m1/s1","InChI=1S/C5H4N2/c1-2-4-5(3-6)7-4/h4,7H,1H2/t4-/m1/s1",124.28536000000001,55.81731,
10848,[C:1](#[C:2][C@@:3]1([H:9])[N:4]([H:10])[C@:5]1([C:6]#[N:7])[H:11])[H:8],[C:1](#[C:2][C+:3]([N:4]([C:5](=[C:6]=[N-:7])[H:11])[H:10])[H:9])[H:8],"InChI=1S/C5H4N2/c1-2-4-5(3-6)7-4/h1,4-5,7H/t4-,5+/m1/s1","InChI=1S/C5H4N2/c1-2-4-7-5-3-6/h1,4-5,7H",38.765879999999996,9.43463,
10849,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C:2]([C:4]1([O:5][H:13])[C:3]([H:11])([H:12])[C:6]1([H:14])[H:15])=[O:7])([H:8])([H:9])[H:10],"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3/t4-,5+/m1/s1","InChI=1S/C5H8O2/c1-4(6)5(7)2-3-5/h7H,2-3H2,1H3",57.511,-31.61575,
10850,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C@@:2]12[C:3]([H:11])=[C:4]1[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10].[O:5]([H:12])[H:13],"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3/t4-,5+/m1/s1","InChI=1S/C5H6O.H2O/c1-5-2-4(5)3-6-5;/h2H,3H2,1H3;1H2/t5-;/m1./s1",90.14548,71.18458000000001,
10851,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C@@:2]1([O+:7]=[C-:6][H:15])[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[H:14])([H:8])([H:9])[H:10],"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3/t4-,5+/m1/s1","InChI=1S/C5H8O2/c1-5(7-2)3-4(5)6/h2,4,6H,3H2,1H3/t4-,5-/m1/s1",82.73836,46.569179999999996,
10852,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([C:4]([O:5][H:13])=[C:6]([H:14])[H:15])([H:11])[H:12])=[O:7])([H:8])([H:9])[H:10],"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3/t4-,5+/m1/s1","InChI=1S/C5H8O2/c1-4(6)3-5(2)7/h6H,1,3H2,2H3",41.36201,-37.43002,
10853,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C@:4]1([O:5][H:13])[C:3]([H:11])([H:12])[C-:2]=[O+:7][C:6]1([H:14])[H:15])([H:8])([H:9])[H:10],"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3/t4-,5+/m1/s1","InChI=1S/C5H8O2/c1-5(6)2-3-7-4-5/h6H,2,4H2,1H3/t5-/m0/s1",79.78206999999999,10.947230000000001,
10854,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C-:6]=[O+:7]2)([H:8])([H:9])[H:10].[H:14][H:15],"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3/t4-,5+/m1/s1","InChI=1S/C5H6O2.H2/c1-4-2-5(4,6)3-7-4;/h6H,2H2,1H3;1H/t4-,5+;/m1./s1",87.90261,71.15041,
10855,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C:2](=[C:3]([H:11])[H:12])[O:7][C:6]([C:4][O:5][H:13])([H:14])[H:15])([H:8])([H:9])[H:10],"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3/t4-,5+/m1/s1","InChI=1S/C5H8O2/c1-5(2)7-4-3-6/h6H,1,4H2,2H3",49.04659,27.686890000000002,
10856,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C:2]1=[C:4]([O:5][H:13])[C:6]([H:14])([H:15])[O:7][C:3]1([H:11])[H:12])([H:8])([H:9])[H:10],"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3/t4-,5+/m1/s1","InChI=1S/C5H8O2/c1-4-2-7-3-5(4)6/h6H,2-3H2,1H3",64.64293,-29.889290000000003,
10857,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C@@:2]1([C:3]([C:4][O:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[O:7]1)([H:8])([H:9])[H:10],"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3/t4-,5+/m1/s1","InChI=1S/C5H8O2/c1-5(2-3-6)4-7-5/h6H,2,4H2,1H3/t5-/m1/s1",60.19055,31.39613,
10858,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C@@:2]1([O:7][C:6]([H:13])([H:14])[H:15])[C:3]([H:11])([H:12])[C:4]1=[O:5])([H:8])([H:9])[H:10],"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3/t4-,5+/m1/s1","InChI=1S/C5H8O2/c1-5(7-2)3-4(5)6/h3H2,1-2H3/t5-/m1/s1",81.44493,1.50755,
10859,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1](=[C:2]1[C:3]([H:11])([H:12])[C:4](=[O:5])[C:6]([H:14])([H:15])[O:7]1)([H:8])[H:9].[H:10][H:13],"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3/t4-,5+/m1/s1",InChI=1S/C5H6O2.H2/c1-4-2-5(6)3-7-4;/h1-3H2;1H,48.93077,-15.90381,
10860,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C-:2]=[O+:7][C:6]([C:4](=[C:3]([H:11])[H:12])[O:5][H:13])([H:14])[H:15])([H:8])([H:9])[H:10],"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3/t4-,5+/m1/s1","InChI=1S/C5H8O2/c1-3-7-4-5(2)6/h6H,2,4H2,1H3",53.27745,24.90524,
10861,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C:2](=[C:3]([H:11])[H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]1)([H:8])([H:9])[H:10],"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3/t4-,5+/m1/s1","InChI=1S/C5H8O2/c1-4(2)5(6)3-7-5/h6H,1,3H2,2H3/t5-/m0/s1",61.83008,-13.79385,
10862,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C:2]1=[C:3]([H:12])[C@:4]([O:5][H:13])([H:11])[C:6]([H:14])([H:15])[O:7]1)([H:8])([H:9])[H:10],"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3/t4-,5+/m1/s1","InChI=1S/C5H8O2/c1-4-2-5(6)3-7-4/h2,5-6H,3H2,1H3/t5-/m1/s1",65.70153,-34.9657,
10863,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1](=[C:2]1[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([O:7][H:10])([H:14])[H:15])([H:8])[H:9],"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3/t4-,5+/m1/s1","InChI=1S/C5H8O2/c1-4-2-5(4,7)3-6/h6-7H,1-3H2/t5-/m0/s1",68.51263,-0.20498000000000002,
10864,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C@@:2]1([C:3]([O:5][H:13])([H:11])[H:12])[C:4][C:6]([H:14])([H:15])[O:7]1)([H:8])([H:9])[H:10],"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3/t4-,5+/m1/s1","InChI=1S/C5H8O2/c1-5(4-6)2-3-7-5/h6H,3-4H2,1H3/t5-/m0/s1",98.79199,59.17025,
10865,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([O:7][C:6]([C@:4]1([O:5][H:13])[C:2][C:3]1([H:11])[H:12])([H:14])[H:15])([H:8])([H:9])[H:10],"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3/t4-,5+/m1/s1","InChI=1S/C5H8O2/c1-7-4-5(6)2-3-5/h6H,2,4H2,1H3/t5-/m1/s1",119.55378999999999,78.17128000000001,
10866,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C:2]1=[C:3]([H:12])[C@:4]1([O:5][H:13])[C:6]([O:7][H:11])([H:14])[H:15])([H:8])([H:9])[H:10],"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3/t4-,5+/m1/s1","InChI=1S/C5H8O2/c1-4-2-5(4,7)3-6/h2,6-7H,3H2,1H3/t5-/m0/s1",65.50539,4.71414,
10867,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C:2]1=[O+:7][C-:6]([H:15])[C@:4]1([C:3]([H:11])([H:12])[H:14])[O:5][H:13])([H:8])([H:9])[H:10],"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3/t4-,5+/m1/s1","InChI=1S/C5H8O2/c1-4-5(2,6)3-7-4/h3,6H,1-2H3/t5-/m0/s1",81.10811,47.22293,
10868,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@:4]1([O:5][H:13])[C:6]([H:14])([H:15])[O:7]2)([H:8])([H:9])[H:10],[C:1]([C:2](=[C:3]([H:11])[H:12])[C+:4]([O:5][H:13])[C:6]([O-:7])([H:14])[H:15])([H:8])([H:9])[H:10],"InChI=1S/C5H8O2/c1-4-2-5(4,6)3-7-4/h6H,2-3H2,1H3/t4-,5+/m1/s1","InChI=1S/C5H8O2/c1-4(2)5(7)3-6/h7H,1,3H2,2H3",64.67639,22.94656,
10869,[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@@:6]12[C:7]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C@@:2]([O:3][H:12])([C@@:6]1([C:7]([H:15])([H:16])[H:17])[C:4][C:5]1([H:13])[H:14])[H:11])([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-4-6(2)3-5(6)7-4/h4-5H,3H2,1-2H3/t4-,5+,6+/m1/s1","InChI=1S/C6H10O/c1-5(7)6(2)3-4-6/h5,7H,3H2,1-2H3/t5-,6-/m1/s1",72.29466,58.02366,
10870,[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@@:6]12[C:7]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C:6]1([C:7]([H:15])([H:16])[H:17])[C:2]([H:11])=[O+:3][C-:4]([H:12])[C:5]1([H:13])[H:14])([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-4-6(2)3-5(6)7-4/h4-5H,3H2,1-2H3/t4-,5+,6+/m1/s1","InChI=1S/C6H10O/c1-6(2)3-4-7-5-6/h4-5H,3H2,1-2H3",86.29029,27.18812,
10871,[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@@:6]12[C:7]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[O:3][C:4]([H:12])([H:14])[C:5]([H:13])=[C:6]1[C:7]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-4-6(2)3-5(6)7-4/h4-5H,3H2,1-2H3/t4-,5+,6+/m1/s1","InChI=1S/C6H10O/c1-5-3-4-7-6(5)2/h3,6H,4H2,1-2H3/t6-/m1/s1",66.55134,-29.207309999999996,
10872,[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@@:6]12[C:7]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[O+:3]=[C-:4][C:6]1([C:5]([H:12])([H:13])[H:14])[C:7]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-4-6(2)3-5(6)7-4/h4-5H,3H2,1-2H3/t4-,5+,6+/m1/s1","InChI=1S/C6H10O/c1-5-6(2,3)4-7-5/h5H,1-3H3/t5-/m1/s1",52.42864,26.382070000000002,
10873,[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@@:6]12[C:7]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C@@:2]([O:3][C:4](=[C:5]([H:13])[H:14])[H:12])([C:6](=[C:7]([H:16])[H:17])[H:15])[H:11])([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-4-6(2)3-5(6)7-4/h4-5H,3H2,1-2H3/t4-,5+,6+/m1/s1","InChI=1S/C6H10O/c1-4-6(3)7-5-2/h4-6H,1-2H2,3H3/t6-/m1/s1",93.20678000000001,-10.39977,
10874,[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@@:6]12[C:7]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],[C:1](/[C:2](=[C:6](/[C@@:4]1([H:12])[O:3][C:5]1([H:13])[H:14])[C:7]([H:15])([H:16])[H:17])[H:11])([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-4-6(2)3-5(6)7-4/h4-5H,3H2,1-2H3/t4-,5+,6+/m1/s1","InChI=1S/C6H10O/c1-3-5(2)6-4-7-6/h3,6H,4H2,1-2H3/b5-3+/t6-/m0/s1",95.95753,-7.8008,
10875,[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@@:6]12[C:7]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[O:3][C@:4]([C:5][H:13])([H:12])[C@@:6]1([C:7]([H:15])([H:16])[H:17])[H:14])([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-4-6(2)3-5(6)7-4/h4-5H,3H2,1-2H3/t4-,5+,6+/m1/s1","InChI=1S/C6H10O/c1-4-5(2)7-6(4)3/h2,4-6H,1,3H3/t4-,5-,6+/m0/s1",62.6787,61.90719,
10876,[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@@:6]12[C:7]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[O+:3]=[C-:4][C:5]([H:13])([H:14])[C@:6]1([C:7]([H:15])([H:16])[H:17])[H:12])([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-4-6(2)3-5(6)7-4/h4-5H,3H2,1-2H3/t4-,5+,6+/m1/s1","InChI=1S/C6H10O/c1-5-3-4-7-6(5)2/h5-6H,3H2,1-2H3/t5-,6-/m1/s1",55.96683,9.75773,
10877,[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@@:6]12[C:7]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[O+:3]=[C-:4][C:5]([H:13])([H:14])[C:6]1=[C:7]([H:16])[H:17])([H:8])([H:9])[H:10].[H:12][H:15],"InChI=1S/C6H10O/c1-4-6(2)3-5(6)7-4/h4-5H,3H2,1-2H3/t4-,5+,6+/m1/s1","InChI=1S/C6H8O.H2/c1-5-3-4-7-6(5)2;/h6H,1,3H2,2H3;1H/t6-;/m1./s1",107.21101999999999,38.71966,
10878,[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@@:6]12[C:7]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[O:3][C@:4]1([C:5]([C:6][C:7]([H:15])([H:16])[H:17])([H:13])[H:14])[H:12])([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-4-6(2)3-5(6)7-4/h4-5H,3H2,1-2H3/t4-,5+,6+/m1/s1","InChI=1S/C6H10O/c1-3-4-6-5(2)7-6/h5-6H,4H2,1-2H3/t5-,6+/m1/s1",73.09401,63.834880000000005,
10879,[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@@:6]12[C:7]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],[C:1](=[C:2]([O:3][C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]1=[C:7]([H:16])[H:17])[H:11])([H:8])[H:9].[H:10][H:15],"InChI=1S/C6H10O/c1-4-6(2)3-5(6)7-4/h4-5H,3H2,1-2H3/t4-,5+,6+/m1/s1","InChI=1S/C6H8O.H2/c1-3-7-6-4-5(6)2;/h3,6H,1-2,4H2;1H/t6-;/m0./s1",99.80004,39.38858,
10880,[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@@:6]12[C:7]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[O:3][C:4]([H:12])([H:13])[C@:6]1([C:5][H:14])[C:7]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-4-6(2)3-5(6)7-4/h4-5H,3H2,1-2H3/t4-,5+,6+/m1/s1","InChI=1S/C6H10O/c1-5-6(2,3)4-7-5/h2,5H,4H2,1,3H3/t5-,6+/m1/s1",65.2773,64.89825,
10881,[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@@:6]12[C:7]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[O:3][C@@:4]([C:7]([H:15])([H:16])[H:17])([H:12])[C:5]([H:13])([H:14])[C:6]1)([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-4-6(2)3-5(6)7-4/h4-5H,3H2,1-2H3/t4-,5+,6+/m1/s1","InChI=1S/C6H10O/c1-5-3-4-6(2)7-5/h5-6H,3H2,1-2H3/t5-,6-/m1/s1",88.69115,36.07233,
10882,[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@@:6]12[C:7]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],[C:1](=[C:2]([C@@:6]1([C:7]([H:15])([H:16])[H:17])[C@:4]([O:3][H:10])([H:12])[C:5]1([H:13])[H:14])[H:11])([H:8])[H:9],"InChI=1S/C6H10O/c1-4-6(2)3-5(6)7-4/h4-5H,3H2,1-2H3/t4-,5+,6+/m1/s1","InChI=1S/C6H10O/c1-3-6(2)4-5(6)7/h3,5,7H,1,4H2,2H3/t5-,6+/m0/s1",62.52315,-9.518360000000001,
10883,[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@@:6]12[C:7]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],[C:1](=[C:2]([O:3][C@@:4]1([H:12])[C:5]([H:13])=[C:6]1[C:7]([H:15])([H:16])[H:17])[H:11])([H:8])[H:9].[H:10][H:14],"InChI=1S/C6H10O/c1-4-6(2)3-5(6)7-4/h4-5H,3H2,1-2H3/t4-,5+,6+/m1/s1","InChI=1S/C6H8O.H2/c1-3-7-6-4-5(6)2;/h3-4,6H,1H2,2H3;1H/t6-;/m0./s1",96.00536,41.69785,
10884,[C:1]([C@@:2]1([H:11])[O:3][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C@@:6]12[C:7]([H:15])([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C@@:2]([O:3][H:14])([C:6]1([C:7]([H:15])([H:16])[H:17])[C:4]([H:12])=[C:5]1[H:13])[H:11])([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-4-6(2)3-5(6)7-4/h4-5H,3H2,1-2H3/t4-,5+,6+/m1/s1","InChI=1S/C6H10O/c1-5(7)6(2)3-4-6/h3-5,7H,1-2H3/t5-/m1/s1",71.24328,12.17119,
