solute_inchi,solute_smiles,solute_name,solvent_inchi,solvent_smiles,solvent_name,temperature,temperature_units,solubility reported in paper,std reported in paper,units reported in paper,source,solvent_density [kg/m3],warning_density,experimental_logS [mol/L],logS_warning
"InChI=1/C14H12O2/c15-13(11-7-3-1-4-8-11)14(16)12-9-5-2-6-10-12/h1-10,13,15H",C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,Benzoin,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",CCOC(=O)C,Ethyl acetate,298.15,K,0.01285,,mole fraction,https://doi.org/10.1080/00319104.2011.637628,902,,-0.875014827938365,Converted from mole fraction
"InChI=1/C14H12O2/c15-13(11-7-3-1-4-8-11)14(16)12-9-5-2-6-10-12/h1-10,13,15H",C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,Benzoin,"InChI=1/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3",CCOCCO,2-Ethoxyethanol,298.15,K,0.01371,,mole fraction,https://doi.org/10.1080/00319104.2011.637628,926.7,,-0.844598914796047,Converted from mole fraction
"InChI=1/C14H12O2/c15-13(11-7-3-1-4-8-11)14(16)12-9-5-2-6-10-12/h1-10,13,15H",C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,Benzoin,InChI=1/C3H6O2/c1-3(4)5-2/h1-2H3,CC(=O)OC,Methyl acetate,298.15,K,0.01445,,mole fraction,https://doi.org/10.1080/00319104.2011.637628,929.68,,-0.734924845874771,Converted from mole fraction
"InChI=1/C14H12O2/c15-13(11-7-3-1-4-8-11)14(16)12-9-5-2-6-10-12/h1-10,13,15H",C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,Benzoin,InChI=1/C2H4Cl2/c3-1-2-4/h1-2H2,C(CCl)Cl,"1,2-Dichloroethane",298.15,K,0.02099,,mole fraction,https://doi.org/10.1080/00319104.2011.637628,1250,,-0.562953375714089,Converted from mole fraction
"InChI=1/C14H12O2/c15-13(11-7-3-1-4-8-11)14(16)12-9-5-2-6-10-12/h1-10,13,15H",C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,Benzoin,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,"1,4-Dioxane",298.15,K,0.04296,,mole fraction,https://doi.org/10.1080/00319104.2011.637628,1028.95,,-0.280212888822169,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",CCCCOCCCC,Dibutyl ether,298.15,K,0.00969,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,770,,-1.23735333235254,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid",InChI=1/C3H6O2/c1-3(4)5-2/h1-2H3,CC(=O)OC,Methyl acetate,298.15,K,0.01192,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,929.68,,-0.819629883995402,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",CC(C)OC(C)C,Diisopropyl ether,298.15,K,0.01256,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,725,,-1.04422780438074,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",CC(C)CO,2-Methyl-1-propanol,298.15,K,0.01389,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,802,,-0.816709650161333,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",CCCC(=O)OC,Methyl butyrate,298.15,K,0.0143,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,895.25,,-0.895354332878848,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",CCOC(=O)C,Ethyl acetate,298.15,K,0.01641,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,902,,-0.767240329384474,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,Ethanol,298.15,K,0.01732,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,784.9,,-0.522202805735721,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",CCCOC(=O)C,Propyl acetate,298.15,K,0.01761,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,885.38,,-0.808284813129261,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,2-Propanol,298.15,K,0.01767,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,783.5,,-0.629549214666844,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3",CCC(C)CO,2-Methyl-1-butanol,298.15,K,0.01834,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,815,,-0.762324922722767,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,1-Propanol,298.15,K,0.01846,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,801.03,,-0.600594882143458,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",CCC(C)O,2-Butanol,298.15,K,0.01898,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,804.67,,-0.677424744454041,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,1-Butanol,298.15,K,0.02026,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,810,,-0.645647280758945,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",CCCCOC(=O)C,Butyl acetate,298.15,K,0.02056,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,879.01,,-0.798732263325333,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",CCCCCOC(=O)C,Pentyl acetate,298.15,K,0.02156,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,875.27,,-0.829018625081489,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",CC(C)CCO,3-Methyl-1-butanol,298.15,K,0.02157,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,810,,-0.693115364084697,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",CCCCCO,1-Pentanol,298.15,K,0.0218,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,812.4,,-0.687122017919491,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",CCCCCCO,1-Hexanol,298.15,K,0.02376,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,814.37,,-0.711933129702946,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C6H14O/c1-3-4-6(2)5-7/h6-7H,3-5H2,1-2H3",CCCC(C)CO,2-Methyl-1-pentanol,298.15,K,0.02388,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,826,,-0.703533575838102,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",CCCCCCCCO,1-Octanol,298.15,K,0.02419,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,822.7,,-0.804884568799873,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",CCCC(C)O,2-Pentanol,298.15,K,0.02477,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,812,,-0.630545784516008,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",CCCCCCCO,1-Heptanol,298.15,K,0.02506,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,818.8,,-0.741726446172036,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C6H14O/c1-5(2)4-6(3)7/h5-7H,4H2,1-3H3",CC(C)CC(C)O,4-Methyl-2-pentanol,298.15,K,0.02555,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,808,,-0.683002029066531,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",CCOCC,Diethyl ether,298.15,K,0.03077,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,713,,-0.514870723274581,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C4H10O/c1-4(2,3)5/h5H,1-3H3",CC(C)(C)O,2-Methyl-2-propanol,298.15,K,0.03449,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,781,,-0.424073449219219,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C5H12O/c1-5(2,3)6-4/h1-4H3",CC(C)(C)OC,Methyl tert-butyl ether,298.15,K,0.03583,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,740,,-0.505595854226284,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",CCCCOCCO,2-Butoxyethanol,298.15,K,0.03991,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,900,,-0.499235325521593,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3",CCOCCO,2-Ethoxyethanol,298.15,K,0.04455,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,926.7,,-0.318991996144844,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C5H12O2/c1-2-4-7-5-3-6/h6H,2-5H2,1H3",CCCOCCO,2-Propoxyethanol,298.15,K,0.04677,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,913,,-0.366142400409737,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C5H12O2/c1-5(2)7-4-3-6/h5-6H,3-4H2,1-2H3",CC(C)OCCO,2-Isopropoxyethanol,298.15,K,0.04831,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,903,,-0.356153564004559,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid",InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,"1,4-Dioxane",298.15,K,0.04931,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,1028.95,,-0.217450994986678,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid","InChI=1/C5H12O2/c1-5(7-2)3-4-6/h5-6H,3-4H2,1-2H3",CC(CCO)OC,3-Methoxy-1-butanol,298.15,K,0.05033,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,928,,-0.325580658148253,Converted from mole fraction
"InChI=1/C7H4Cl2O2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)/f/h10H",C1=CC(=C(C=C1C(=O)O)Cl)Cl,"3,4-Dichlorobenzoic acid",InChI=1/C4H8O/c1-2-4-5-3-1/h1-4H2,C1CCOC1,Tetrahydrofuran,298.15,K,0.1007,,mole fraction,https://doi.org/10.1080/00319104.2012.673166,889,,0.140347358040321,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
InChI=1/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,C1=CC=C2C=C3C=CC=CC3=CC2=C1,Anthracene,"InChI=1/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",CC1=CC=CC=C1,toluene,298.15,K,0.007382,,mole fraction,https://doi.org/10.1080/00319104.2012.723710,864.66,,-1.15584597408156,Converted from mole fraction
InChI=1/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,C1=CC=C2C=C3C=CC=CC3=CC2=C1,Anthracene,"InChI=1/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",CCC1=CC=CC=C1,ethylbenzene,298.15,K,0.007052,,mole fraction,https://doi.org/10.1080/00319104.2013.795859,866,,-1.23672265750747,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",CCC(C)O,2-Butanol,298.15,K,0.0376,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,804.67,,-0.372210860541871,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",CC(C)CC(C)(C)C,"2,2,4-Trimethylpentane",298.15,K,0.0406,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,690,,-0.592065694396748,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",CCCCCC,Hexane,298.15,K,0.041,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,655.2,,-0.487712183615004,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,2-Propanol,298.15,K,0.0412,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,783.5,,-0.251359166057673,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",CC(C)CO,2-Methyl-1-propanol,298.15,K,0.0442,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,802,,-0.300431289792996,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",CCCCCCC,Heptane,298.15,K,0.0455,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,684,,-0.487251833169275,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",CC1=CC=CC=C1,Toluene,298.15,K,0.0467,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,864.66,,-0.337150581027383,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,Ethanol,298.15,K,0.0488,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,784.9,,-0.058190595863788,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",CCCCCCCC,Octane,298.15,K,0.0489,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,703,,-0.499403102112401,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,1-Propanol,298.15,K,0.0532,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,801.03,,-0.125265193005221,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",CCCCCCCCCC,Decane,298.15,K,0.0568,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,730,,-0.509747129498175,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ",InChI=1/C6H12/c1-2-4-6-5-3-1/h1-6H2,C1CCCCC1,Cyclohexane,298.15,K,0.0605,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,779,,-0.224368448199081,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",CCCCCCCCCCCC,Dodecane,298.15,K,0.0626,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,750,,-0.531257713630882,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",CC(C)CCO,3-Methyl-1-butanol,298.15,K,0.0636,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,810,,-0.204440038269124,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,1-Butanol,298.15,K,0.0641,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,810,,-0.12554730012025,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3",CC1CCCCC1,Methylcyclohexane,298.15,K,0.0654,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,770,,-0.260268588909729,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",CCCCCO,1-Pentanol,298.15,K,0.0748,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,812.4,,-0.127484879272952,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",CCCCCCO,1-Hexanol,298.15,K,0.0833,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,814.37,,-0.139805197691874,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",CCCCCCCO,1-Heptanol,298.15,K,0.0893,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,818.8,,-0.160253501455565,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",CCCCCCCCO,1-Octanol,298.15,K,0.0964,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,822.7,,-0.171054361103242,Converted from mole fraction
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",CCCCCCCCCCO,1-Decanol,298.15,K,0.1053,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,828.05,,-0.210308561329249,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
